Numéro_Commande,ID_Client,Date_Commande,Statut_Commande,Prix_Produit,Frais_Livraison,Nom_Produit,Catégorie_Produit,Pays
CMD105126,CLT5482,2022-08-02 14:00:00,livrée,113.66,1.28,Webcam HD,Téléphonie,France
CMD105127,CLT5797,2022-08-02 15:00:00,livrée,409.26,27.8,Casque Bluetooth,Audio/vidéo,France
CMD105128,CLT6068,2022-08-02 16:00:00,expédiée,368.23,24.68,Smartphone 5G,Audio/vidéo,France
CMD105129,CLT6480,2022-08-02 17:00:00,livrée,100.69,26.03,PC Portable,Informatique,France
CMD105130,CLT9033,2022-08-02 18:00:00,livrée,141.99,27.44,Casque Bluetooth,Audio/vidéo,France
CMD105131,CLT1983,2022-08-02 19:00:00,expédiée,472.41,14.65,PC Portable,Accessoires,Canada
CMD105132,CLT6607,2022-08-02 20:00:00,expédiée,47.47,6.34,Souris Gaming,Audio/vidéo,France
CMD105133,CLT9543,2022-08-02 21:00:00,livrée,275.99,0.63,Souris Gaming,Audio/vidéo,France
CMD105134,CLT2907,2022-08-02 22:00:00,livrée,263.39,0.71,PC Portable,Accessoires,Canada
CMD105135,CLT7924,2022-08-02 23:00:00,en attente,364.23,19.28,Souris Gaming,Audio/vidéo,Belgique
CMD105136,CLT9737,2022-08-03 00:00:00,expédiée,134.41,10.12,Souris Gaming,Téléphonie,France
CMD105137,CLT5174,2022-08-03 01:00:00,livrée,467.71,14.88,Clavier Mécanique,Audio/vidéo,France
CMD105138,CLT8265,2022-08-03 02:00:00,livrée,208.24,3.94,PC Portable,Téléphonie,Belgique
CMD105139,CLT2990,2022-08-03 03:00:00,livrée,146.43,29.27,PC Portable,Accessoires,France
CMD105140,CLT6596,2022-08-03 04:00:00,livrée,171.75,3.9,Smartphone 5G,Téléphonie,Suisse
CMD105141,CLT4998,2022-08-03 05:00:00,livrée,177.62,13.34,Webcam HD,Accessoires,France
CMD105142,CLT4775,2022-08-03 06:00:00,livrée,103.47,13.3,Clavier Mécanique,Téléphonie,Belgique
CMD105143,CLT5645,2022-08-03 07:00:00,livrée,464.39,0.26,Casque Bluetooth,Téléphonie,France
CMD105144,CLT3061,2022-08-03 08:00:00,expédiée,91.56,20.03,Clavier Mécanique,Accessoires,France
CMD105145,CLT5487,2022-08-03 09:00:00,livrée,442.0,16.15,Casque Bluetooth,Accessoires,France
CMD105146,CLT5435,2022-08-03 10:00:00,livrée,205.44,14.92,PC Portable,Téléphonie,France
CMD105147,CLT3644,2022-08-03 11:00:00,en attente,138.29,24.54,Clavier Mécanique,Accessoires,France
CMD105148,CLT2045,2022-08-03 12:00:00,livrée,103.26,7.23,Smartphone 5G,Informatique,France
CMD105149,CLT8951,2022-08-03 13:00:00,livrée,254.65,25.83,Webcam HD,Audio/vidéo,France
CMD105150,CLT7449,2022-08-03 14:00:00,expédiée,336.28,25.94,Souris Gaming,Téléphonie,France
CMD105151,CLT3681,2022-08-03 15:00:00,livrée,449.62,24.81,Casque Bluetooth,Informatique,France
CMD105152,CLT4199,2022-08-03 16:00:00,expédiée,327.96,10.24,Souris Gaming,Informatique,France
CMD105153,CLT7768,2022-08-03 17:00:00,livrée,244.41,4.88,Webcam HD,Informatique,Belgique
CMD105154,CLT8440,2022-08-03 18:00:00,livrée,21.57,14.26,PC Portable,Accessoires,France
CMD105155,CLT9633,2022-08-03 19:00:00,en attente,458.14,7.8,PC Portable,Audio/vidéo,France
CMD105156,CLT3550,2022-08-03 20:00:00,livrée,451.67,1.57,PC Portable,Téléphonie,France
CMD105157,CLT5225,2022-08-03 21:00:00,expédiée,192.46,8.38,Souris Gaming,Audio/vidéo,France
CMD105158,CLT1596,2022-08-03 22:00:00,livrée,19.37,14.07,Webcam HD,Téléphonie,France
CMD105159,CLT7054,2022-08-03 23:00:00,livrée,368.02,3.38,PC Portable,Audio/vidéo,France
CMD105160,CLT2505,2022-08-04 00:00:00,expédiée,396.88,28.33,PC Portable,Audio/vidéo,France
CMD105161,CLT7468,2022-08-04 01:00:00,livrée,273.52,19.68,Souris Gaming,Informatique,France
CMD105162,CLT8236,2022-08-04 02:00:00,livrée,204.42,4.09,PC Portable,Accessoires,France
CMD105163,CLT2551,2022-08-04 03:00:00,livrée,426.31,24.36,Webcam HD,Téléphonie,Suisse
CMD105164,CLT7852,2022-08-04 04:00:00,livrée,100.3,27.84,Casque Bluetooth,Téléphonie,Suisse
CMD105165,CLT2449,2022-08-04 05:00:00,expédiée,222.58,7.88,Clavier Mécanique,Téléphonie,France
CMD105166,CLT6953,2022-08-04 06:00:00,expédiée,17.12,4.3,Casque Bluetooth,Informatique,France
CMD105167,CLT9456,2022-08-04 07:00:00,livrée,86.19,9.67,PC Portable,Informatique,Belgique
CMD105168,CLT9042,2022-08-04 08:00:00,livrée,470.71,24.97,Webcam HD,Informatique,France
CMD105169,CLT3659,2022-08-04 09:00:00,livrée,291.15,5.25,Webcam HD,Informatique,France
CMD105170,CLT8509,2022-08-04 10:00:00,livrée,403.77,23.38,PC Portable,Informatique,France
CMD105171,CLT8893,2022-08-04 11:00:00,expédiée,245.82,21.49,PC Portable,Audio/vidéo,France
CMD105172,CLT8445,2022-08-04 12:00:00,livrée,418.24,19.54,PC Portable,Téléphonie,Suisse
CMD105173,CLT3721,2022-08-04 13:00:00,livrée,271.78,13.0,Souris Gaming,Audio/vidéo,Belgique
CMD105174,CLT3925,2022-08-04 14:00:00,en attente,7.25,11.0,Webcam HD,Informatique,France
CMD105175,CLT8104,2022-08-04 15:00:00,livrée,450.35,2.56,Clavier Mécanique,Accessoires,France
CMD105176,CLT7240,2022-08-04 16:00:00,livrée,78.54,10.72,Souris Gaming,Informatique,France
CMD105177,CLT1512,2022-08-04 17:00:00,livrée,228.02,18.06,Souris Gaming,Informatique,Canada
CMD105178,CLT1215,2022-08-04 18:00:00,expédiée,240.95,26.95,Webcam HD,Informatique,France
CMD105179,CLT8299,2022-08-04 19:00:00,livrée,28.38,24.99,PC Portable,Téléphonie,France
CMD105180,CLT4153,2022-08-04 20:00:00,livrée,31.27,0.97,Casque Bluetooth,Téléphonie,France
CMD105181,CLT8450,2022-08-04 21:00:00,en attente,382.46,4.17,Webcam HD,Accessoires,France
CMD105182,CLT2706,2022-08-04 22:00:00,expédiée,153.72,25.45,Casque Bluetooth,Téléphonie,Canada
CMD105183,CLT2567,2022-08-04 23:00:00,expédiée,207.77,28.18,Smartphone 5G,Informatique,Canada
CMD105184,CLT2128,2022-08-05 00:00:00,livrée,284.24,1.67,Webcam HD,Accessoires,France
CMD105185,CLT4510,2022-08-05 01:00:00,livrée,189.83,21.04,Clavier Mécanique,Accessoires,France
CMD105186,CLT8867,2022-08-05 02:00:00,livrée,388.64,10.97,Webcam HD,Accessoires,France
CMD105187,CLT3365,2022-08-05 03:00:00,livrée,442.81,10.93,Smartphone 5G,Informatique,Belgique
CMD105188,CLT6583,2022-08-05 04:00:00,livrée,34.56,19.28,Souris Gaming,Téléphonie,France
CMD105189,CLT5897,2022-08-05 05:00:00,livrée,319.52,24.31,Smartphone 5G,Audio/vidéo,France
CMD105190,CLT6718,2022-08-05 06:00:00,livrée,162.24,8.25,Smartphone 5G,Téléphonie,France
CMD105191,CLT7001,2022-08-05 07:00:00,livrée,293.72,21.16,Webcam HD,Audio/vidéo,France
CMD105192,CLT5567,2022-08-05 08:00:00,expédiée,244.53,19.08,Smartphone 5G,Informatique,Belgique
CMD105193,CLT3741,2022-08-05 09:00:00,livrée,170.17,15.52,Clavier Mécanique,Téléphonie,France
CMD105194,CLT4020,2022-08-05 10:00:00,livrée,51.93,18.07,Webcam HD,Informatique,France
CMD105195,CLT7256,2022-08-05 11:00:00,livrée,281.92,0.54,Casque Bluetooth,Informatique,Belgique
CMD105196,CLT1228,2022-08-05 12:00:00,livrée,60.83,0.12,Casque Bluetooth,Accessoires,Belgique
CMD105197,CLT9362,2022-08-05 13:00:00,livrée,82.28,16.51,Smartphone 5G,Téléphonie,France
CMD105198,CLT1294,2022-08-05 14:00:00,livrée,491.18,15.72,Webcam HD,Accessoires,France
CMD105199,CLT5284,2022-08-05 15:00:00,expédiée,161.77,2.14,Clavier Mécanique,Téléphonie,Belgique
CMD105200,CLT9617,2022-08-05 16:00:00,expédiée,294.3,14.76,Casque Bluetooth,Informatique,France
CMD105201,CLT7801,2022-08-05 17:00:00,livrée,139.75,22.73,PC Portable,Accessoires,France
CMD105202,CLT1918,2022-08-05 18:00:00,expédiée,433.43,16.24,Webcam HD,Informatique,France
CMD105203,CLT1498,2022-08-05 19:00:00,livrée,145.25,15.53,Webcam HD,Audio/vidéo,France
CMD105204,CLT3809,2022-08-05 20:00:00,expédiée,186.61,21.54,Casque Bluetooth,Informatique,France
CMD105205,CLT5961,2022-08-05 21:00:00,livrée,306.15,5.16,Casque Bluetooth,Audio/vidéo,France
CMD105206,CLT4779,2022-08-05 22:00:00,livrée,435.64,13.72,Clavier Mécanique,Audio/vidéo,France
CMD105207,CLT3118,2022-08-05 23:00:00,expédiée,409.03,4.44,Clavier Mécanique,Accessoires,Canada
CMD105208,CLT7391,2022-08-06 00:00:00,livrée,135.61,15.72,Casque Bluetooth,Accessoires,France
CMD105209,CLT1145,2022-08-06 01:00:00,livrée,415.63,17.76,PC Portable,Téléphonie,France
CMD105210,CLT8942,2022-08-06 02:00:00,en attente,352.09,3.65,PC Portable,Téléphonie,France
CMD105211,CLT5565,2022-08-06 03:00:00,expédiée,494.97,2.27,Smartphone 5G,Accessoires,France
CMD105212,CLT1192,2022-08-06 04:00:00,livrée,468.05,5.0,Smartphone 5G,Téléphonie,Belgique
CMD105213,CLT6187,2022-08-06 05:00:00,livrée,268.9,17.59,Casque Bluetooth,Informatique,Belgique
CMD105214,CLT7637,2022-08-06 06:00:00,expédiée,376.21,5.69,Casque Bluetooth,Informatique,France
CMD105215,CLT9243,2022-08-06 07:00:00,en attente,287.24,8.26,Casque Bluetooth,Informatique,France
CMD105216,CLT3410,2022-08-06 08:00:00,livrée,299.52,21.08,Webcam HD,Informatique,Suisse
CMD105217,CLT2820,2022-08-06 09:00:00,expédiée,55.24,7.45,PC Portable,Informatique,France
CMD105218,CLT3964,2022-08-06 10:00:00,expédiée,6.11,11.93,Souris Gaming,Audio/vidéo,France
CMD105219,CLT3521,2022-08-06 11:00:00,livrée,28.85,27.87,Smartphone 5G,Informatique,Belgique
CMD105220,CLT3568,2022-08-06 12:00:00,expédiée,483.48,24.75,Smartphone 5G,Téléphonie,France
CMD105221,CLT6882,2022-08-06 13:00:00,livrée,67.5,7.66,Souris Gaming,Accessoires,France
CMD105222,CLT2867,2022-08-06 14:00:00,livrée,26.97,17.93,Casque Bluetooth,Accessoires,Suisse
CMD105223,CLT8465,2022-08-06 15:00:00,livrée,158.27,19.97,Smartphone 5G,Téléphonie,France
CMD105224,CLT8602,2022-08-06 16:00:00,livrée,296.15,27.01,PC Portable,Téléphonie,Belgique
CMD105225,CLT4199,2022-08-06 17:00:00,expédiée,474.49,16.42,Souris Gaming,Téléphonie,France
CMD105226,CLT7103,2022-08-06 18:00:00,livrée,351.44,16.84,PC Portable,Accessoires,Canada
CMD105227,CLT1240,2022-08-06 19:00:00,expédiée,141.79,26.65,Webcam HD,Téléphonie,France
CMD105228,CLT4440,2022-08-06 20:00:00,expédiée,469.83,1.63,Casque Bluetooth,Téléphonie,France
CMD105229,CLT5631,2022-08-06 21:00:00,expédiée,22.84,18.84,Smartphone 5G,Audio/vidéo,France
CMD105230,CLT9274,2022-08-06 22:00:00,livrée,489.63,12.5,PC Portable,Audio/vidéo,France
CMD105231,CLT6077,2022-08-06 23:00:00,livrée,34.03,27.29,Souris Gaming,Audio/vidéo,France
CMD105232,CLT4768,2022-08-07 00:00:00,livrée,378.16,28.82,Casque Bluetooth,Accessoires,France
CMD105233,CLT8995,2022-08-07 01:00:00,expédiée,27.42,5.11,Smartphone 5G,Téléphonie,France
CMD105234,CLT9802,2022-08-07 02:00:00,livrée,466.12,8.44,Smartphone 5G,Informatique,France
CMD105235,CLT7429,2022-08-07 03:00:00,annulée,58.79,8.2,Casque Bluetooth,Accessoires,France
CMD105236,CLT4605,2022-08-07 04:00:00,expédiée,29.99,3.02,Casque Bluetooth,Audio/vidéo,France
CMD105237,CLT3173,2022-08-07 05:00:00,expédiée,445.19,14.49,Casque Bluetooth,Audio/vidéo,Belgique
CMD105238,CLT7568,2022-08-07 06:00:00,livrée,52.42,15.39,Webcam HD,Accessoires,France
CMD105239,CLT3601,2022-08-07 07:00:00,livrée,399.98,17.19,PC Portable,Accessoires,France
CMD105240,CLT3657,2022-08-07 08:00:00,expédiée,374.78,19.89,Clavier Mécanique,Téléphonie,France
CMD105241,CLT7080,2022-08-07 09:00:00,livrée,301.44,1.89,Webcam HD,Accessoires,France
CMD105242,CLT8325,2022-08-07 10:00:00,expédiée,192.09,18.67,Smartphone 5G,Informatique,Suisse
CMD105243,CLT3159,2022-08-07 11:00:00,livrée,458.21,27.41,PC Portable,Informatique,France
CMD105244,CLT4830,2022-08-07 12:00:00,expédiée,436.19,13.65,Souris Gaming,Accessoires,France
CMD105245,CLT9313,2022-08-07 13:00:00,expédiée,215.99,3.2,Smartphone 5G,Informatique,France
CMD105246,CLT5368,2022-08-07 14:00:00,livrée,119.7,2.58,Webcam HD,Téléphonie,Belgique
CMD105247,CLT2317,2022-08-07 15:00:00,livrée,139.92,8.45,Clavier Mécanique,Accessoires,Belgique
CMD105248,CLT5493,2022-08-07 16:00:00,expédiée,114.06,22.58,Souris Gaming,Informatique,France
CMD105249,CLT2230,2022-08-07 17:00:00,livrée,272.92,7.83,Smartphone 5G,Audio/vidéo,France
CMD105250,CLT2133,2022-08-07 18:00:00,livrée,434.93,24.43,Clavier Mécanique,Téléphonie,Suisse
CMD105251,CLT8607,2022-08-07 19:00:00,livrée,387.94,24.59,Casque Bluetooth,Accessoires,Canada
CMD105252,CLT2301,2022-08-07 20:00:00,livrée,398.78,13.71,Clavier Mécanique,Accessoires,France
CMD105253,CLT2910,2022-08-07 21:00:00,livrée,226.9,9.02,Smartphone 5G,Accessoires,France
CMD105254,CLT9082,2022-08-07 22:00:00,expédiée,164.61,17.93,Clavier Mécanique,Audio/vidéo,Canada
CMD105255,CLT9107,2022-08-07 23:00:00,livrée,379.89,24.32,Webcam HD,Informatique,France
CMD105256,CLT8970,2022-08-08 00:00:00,livrée,397.68,1.94,Smartphone 5G,Accessoires,France
CMD105257,CLT2916,2022-08-08 01:00:00,en attente,349.2,28.6,Smartphone 5G,Informatique,France
CMD105258,CLT7996,2022-08-08 02:00:00,livrée,20.89,19.38,Clavier Mécanique,Téléphonie,France
CMD105259,CLT3757,2022-08-08 03:00:00,livrée,296.89,11.94,Clavier Mécanique,Audio/vidéo,France
CMD105260,CLT7464,2022-08-08 04:00:00,expédiée,176.79,15.18,Webcam HD,Audio/vidéo,France
CMD105261,CLT1178,2022-08-08 05:00:00,expédiée,102.12,11.57,Souris Gaming,Téléphonie,France
CMD105262,CLT7362,2022-08-08 06:00:00,livrée,348.73,12.38,Souris Gaming,Téléphonie,Canada
CMD105263,CLT9683,2022-08-08 07:00:00,en attente,137.92,17.87,PC Portable,Accessoires,Canada
CMD105264,CLT1060,2022-08-08 08:00:00,en attente,456.86,1.81,Smartphone 5G,Téléphonie,Belgique
CMD105265,CLT7681,2022-08-08 09:00:00,livrée,152.55,5.26,Souris Gaming,Audio/vidéo,France
CMD105266,CLT3895,2022-08-08 10:00:00,livrée,279.81,6.81,PC Portable,Informatique,Belgique
CMD105267,CLT1585,2022-08-08 11:00:00,expédiée,414.74,12.23,Webcam HD,Informatique,France
CMD105268,CLT6823,2022-08-08 12:00:00,livrée,204.05,11.13,Smartphone 5G,Informatique,France
CMD105269,CLT1534,2022-08-08 13:00:00,livrée,415.19,21.67,Webcam HD,Informatique,France
CMD105270,CLT4462,2022-08-08 14:00:00,expédiée,363.23,7.78,PC Portable,Informatique,France
CMD105271,CLT5011,2022-08-08 15:00:00,livrée,460.83,1.71,Souris Gaming,Informatique,France
CMD105272,CLT4398,2022-08-08 16:00:00,livrée,166.29,1.66,PC Portable,Audio/vidéo,Belgique
CMD105273,CLT3155,2022-08-08 17:00:00,livrée,56.99,0.34,Clavier Mécanique,Téléphonie,Canada
CMD105274,CLT6966,2022-08-08 18:00:00,livrée,218.02,1.14,Webcam HD,Audio/vidéo,France
CMD105275,CLT8329,2022-08-08 19:00:00,livrée,393.98,25.76,PC Portable,Accessoires,France
CMD105276,CLT7957,2022-08-08 20:00:00,livrée,227.97,20.92,Webcam HD,Informatique,France
CMD105277,CLT6325,2022-08-08 21:00:00,livrée,134.68,29.88,Casque Bluetooth,Téléphonie,France
CMD105278,CLT9518,2022-08-08 22:00:00,livrée,18.66,0.61,Casque Bluetooth,Téléphonie,Suisse
CMD105279,CLT5703,2022-08-08 23:00:00,en attente,159.95,25.47,PC Portable,Informatique,France
CMD105280,CLT3706,2022-08-09 00:00:00,en attente,358.12,20.88,Casque Bluetooth,Téléphonie,Belgique
CMD105281,CLT1001,2022-08-09 01:00:00,livrée,78.07,19.21,PC Portable,Informatique,France
CMD105282,CLT9316,2022-08-09 02:00:00,expédiée,173.74,10.7,Webcam HD,Accessoires,France
CMD105283,CLT2104,2022-08-09 03:00:00,expédiée,15.01,11.3,PC Portable,Informatique,France
CMD105284,CLT2861,2022-08-09 04:00:00,expédiée,362.27,25.37,PC Portable,Accessoires,France
CMD105285,CLT6269,2022-08-09 05:00:00,livrée,440.94,21.4,Casque Bluetooth,Téléphonie,Belgique
CMD105286,CLT7943,2022-08-09 06:00:00,livrée,286.42,20.11,Smartphone 5G,Audio/vidéo,France
CMD105287,CLT9320,2022-08-09 07:00:00,expédiée,17.81,0.92,PC Portable,Téléphonie,France
CMD105288,CLT1437,2022-08-09 08:00:00,livrée,112.72,5.53,PC Portable,Audio/vidéo,Belgique
CMD105289,CLT5846,2022-08-09 09:00:00,livrée,222.04,28.88,Clavier Mécanique,Informatique,France
CMD105290,CLT4129,2022-08-09 10:00:00,livrée,295.85,13.63,Clavier Mécanique,Téléphonie,Canada
CMD105291,CLT9081,2022-08-09 11:00:00,annulée,250.66,23.44,Souris Gaming,Téléphonie,France
CMD105292,CLT1901,2022-08-09 12:00:00,livrée,458.35,11.68,Casque Bluetooth,Accessoires,France
CMD105293,CLT6398,2022-08-09 13:00:00,livrée,469.62,22.93,Smartphone 5G,Informatique,France
CMD105294,CLT7678,2022-08-09 14:00:00,livrée,58.04,3.58,PC Portable,Audio/vidéo,France
CMD105295,CLT6529,2022-08-09 15:00:00,expédiée,73.5,1.26,PC Portable,Informatique,France
CMD105296,CLT7604,2022-08-09 16:00:00,livrée,182.24,13.99,Casque Bluetooth,Accessoires,France
CMD105297,CLT4918,2022-08-09 17:00:00,livrée,213.51,17.75,Souris Gaming,Accessoires,France
CMD105298,CLT2067,2022-08-09 18:00:00,livrée,295.1,9.71,Souris Gaming,Accessoires,France
CMD105299,CLT1026,2022-08-09 19:00:00,livrée,387.71,21.48,Clavier Mécanique,Informatique,France
CMD105300,CLT7937,2022-08-09 20:00:00,livrée,72.21,14.87,Casque Bluetooth,Accessoires,Belgique
CMD105301,CLT8264,2022-08-09 21:00:00,livrée,402.31,27.85,Souris Gaming,Informatique,France
CMD105302,CLT8118,2022-08-09 22:00:00,livrée,306.96,2.55,Souris Gaming,Accessoires,France
CMD105303,CLT1547,2022-08-09 23:00:00,livrée,490.54,2.0,Smartphone 5G,Téléphonie,Canada
CMD105304,CLT9758,2022-08-10 00:00:00,expédiée,327.33,27.15,Clavier Mécanique,Audio/vidéo,France
CMD105305,CLT9895,2022-08-10 01:00:00,livrée,359.47,20.07,Clavier Mécanique,Informatique,Belgique
CMD105306,CLT6338,2022-08-10 02:00:00,livrée,101.63,20.13,Clavier Mécanique,Audio/vidéo,France
CMD105307,CLT4140,2022-08-10 03:00:00,livrée,385.59,0.83,Webcam HD,Informatique,France
CMD105308,CLT8996,2022-08-10 04:00:00,livrée,44.24,28.13,Souris Gaming,Informatique,France
CMD105309,CLT2590,2022-08-10 05:00:00,livrée,329.98,23.15,PC Portable,Téléphonie,France
CMD105310,CLT8776,2022-08-10 06:00:00,livrée,32.51,22.93,Webcam HD,Téléphonie,France
CMD105311,CLT5943,2022-08-10 07:00:00,expédiée,62.04,27.36,Souris Gaming,Informatique,Suisse
CMD105312,CLT9997,2022-08-10 08:00:00,livrée,58.39,17.34,Souris Gaming,Accessoires,France
CMD105313,CLT8798,2022-08-10 09:00:00,livrée,30.98,11.84,Casque Bluetooth,Informatique,France
CMD105314,CLT4791,2022-08-10 10:00:00,livrée,163.96,14.42,Clavier Mécanique,Informatique,Belgique
CMD105315,CLT2357,2022-08-10 11:00:00,livrée,497.2,23.32,Clavier Mécanique,Téléphonie,France
CMD105316,CLT9092,2022-08-10 12:00:00,livrée,177.37,23.06,Smartphone 5G,Téléphonie,Belgique
CMD105317,CLT4225,2022-08-10 13:00:00,livrée,381.58,18.29,Clavier Mécanique,Audio/vidéo,France
CMD105318,CLT3460,2022-08-10 14:00:00,livrée,70.5,6.54,Souris Gaming,Audio/vidéo,France
CMD105319,CLT9737,2022-08-10 15:00:00,livrée,229.97,24.57,Casque Bluetooth,Accessoires,France
CMD105320,CLT3728,2022-08-10 16:00:00,livrée,96.63,19.42,Smartphone 5G,Audio/vidéo,Suisse
CMD105321,CLT7726,2022-08-10 17:00:00,livrée,100.09,6.64,Souris Gaming,Audio/vidéo,France
CMD105322,CLT8481,2022-08-10 18:00:00,livrée,54.35,14.42,Souris Gaming,Audio/vidéo,France
CMD105323,CLT7430,2022-08-10 19:00:00,livrée,218.86,29.92,Webcam HD,Accessoires,France
CMD105324,CLT4114,2022-08-10 20:00:00,livrée,42.39,9.85,Smartphone 5G,Informatique,France
CMD105325,CLT1616,2022-08-10 21:00:00,livrée,455.36,3.5,Webcam HD,Informatique,France
CMD105326,CLT4644,2022-08-10 22:00:00,livrée,226.71,0.65,Souris Gaming,Accessoires,France
CMD105327,CLT7413,2022-08-10 23:00:00,livrée,420.09,5.54,Souris Gaming,Informatique,Belgique
CMD105328,CLT2203,2022-08-11 00:00:00,livrée,489.83,5.61,Webcam HD,Audio/vidéo,Belgique
CMD105329,CLT3565,2022-08-11 01:00:00,livrée,340.5,25.74,Casque Bluetooth,Audio/vidéo,Suisse
CMD105330,CLT4174,2022-08-11 02:00:00,livrée,451.25,4.68,Casque Bluetooth,Audio/vidéo,France
CMD105331,CLT4081,2022-08-11 03:00:00,livrée,72.01,25.88,Webcam HD,Audio/vidéo,Canada
CMD105332,CLT3630,2022-08-11 04:00:00,livrée,415.85,2.6,Casque Bluetooth,Informatique,France
CMD105333,CLT4161,2022-08-11 05:00:00,expédiée,139.25,27.2,Clavier Mécanique,Accessoires,France
CMD105334,CLT5321,2022-08-11 06:00:00,expédiée,238.94,7.69,Smartphone 5G,Accessoires,France
CMD105335,CLT9861,2022-08-11 07:00:00,livrée,325.06,18.34,Casque Bluetooth,Accessoires,Suisse
CMD105336,CLT7269,2022-08-11 08:00:00,expédiée,452.25,4.79,Souris Gaming,Téléphonie,Suisse
CMD105337,CLT8099,2022-08-11 09:00:00,livrée,455.94,11.7,Clavier Mécanique,Accessoires,Canada
CMD105338,CLT8376,2022-08-11 10:00:00,livrée,50.59,2.57,Smartphone 5G,Téléphonie,France
CMD105339,CLT5078,2022-08-11 11:00:00,annulée,185.45,17.39,Casque Bluetooth,Accessoires,Belgique
CMD105340,CLT6801,2022-08-11 12:00:00,expédiée,397.62,10.38,Casque Bluetooth,Audio/vidéo,France
CMD105341,CLT5151,2022-08-11 13:00:00,annulée,353.06,25.56,Smartphone 5G,Accessoires,France
CMD105342,CLT9911,2022-08-11 14:00:00,livrée,18.04,5.45,Casque Bluetooth,Téléphonie,France
CMD105343,CLT3600,2022-08-11 15:00:00,livrée,227.7,8.4,Webcam HD,Audio/vidéo,France
CMD105344,CLT7175,2022-08-11 16:00:00,livrée,415.48,5.32,Smartphone 5G,Téléphonie,Belgique
CMD105345,CLT1666,2022-08-11 17:00:00,livrée,370.15,16.91,Smartphone 5G,Informatique,Belgique
CMD105346,CLT1283,2022-08-11 18:00:00,livrée,208.87,3.35,Souris Gaming,Informatique,France
CMD105347,CLT6840,2022-08-11 19:00:00,expédiée,368.9,5.68,Smartphone 5G,Informatique,France
CMD105348,CLT4565,2022-08-11 20:00:00,livrée,277.85,20.35,PC Portable,Audio/vidéo,France
CMD105349,CLT5593,2022-08-11 21:00:00,livrée,456.75,2.23,Casque Bluetooth,Audio/vidéo,Belgique
CMD105350,CLT2465,2022-08-11 22:00:00,livrée,295.63,22.29,Souris Gaming,Téléphonie,France
CMD105351,CLT9321,2022-08-11 23:00:00,livrée,203.36,3.13,Clavier Mécanique,Audio/vidéo,France
CMD105352,CLT5734,2022-08-12 00:00:00,livrée,432.15,17.56,PC Portable,Accessoires,France
CMD105353,CLT7257,2022-08-12 01:00:00,annulée,29.69,29.93,Smartphone 5G,Téléphonie,France
CMD105354,CLT8366,2022-08-12 02:00:00,livrée,450.75,5.22,Clavier Mécanique,Accessoires,France
CMD105355,CLT4672,2022-08-12 03:00:00,livrée,349.69,7.83,Clavier Mécanique,Audio/vidéo,France
CMD105356,CLT8382,2022-08-12 04:00:00,expédiée,470.6,26.95,Clavier Mécanique,Accessoires,France
CMD105357,CLT7587,2022-08-12 05:00:00,annulée,129.0,18.79,Clavier Mécanique,Audio/vidéo,Canada
CMD105358,CLT1992,2022-08-12 06:00:00,expédiée,348.99,14.78,Souris Gaming,Audio/vidéo,France
CMD105359,CLT7858,2022-08-12 07:00:00,expédiée,405.68,16.88,Souris Gaming,Accessoires,Suisse
CMD105360,CLT3121,2022-08-12 08:00:00,livrée,352.54,8.86,Clavier Mécanique,Informatique,France
CMD105361,CLT3223,2022-08-12 09:00:00,en attente,109.12,25.66,PC Portable,Audio/vidéo,France
CMD105362,CLT5522,2022-08-12 10:00:00,livrée,141.42,22.36,Casque Bluetooth,Téléphonie,Suisse
CMD105363,CLT4188,2022-08-12 11:00:00,expédiée,285.54,19.27,Webcam HD,Téléphonie,France
CMD105364,CLT4237,2022-08-12 12:00:00,livrée,226.14,27.95,Casque Bluetooth,Informatique,France
CMD105365,CLT5136,2022-08-12 13:00:00,livrée,368.88,17.34,Souris Gaming,Accessoires,France
CMD105366,CLT1343,2022-08-12 14:00:00,livrée,192.44,15.36,PC Portable,Informatique,France
CMD105367,CLT5704,2022-08-12 15:00:00,livrée,430.44,29.27,PC Portable,Accessoires,France
CMD105368,CLT5823,2022-08-12 16:00:00,livrée,218.8,6.18,Smartphone 5G,Informatique,Suisse
CMD105369,CLT5920,2022-08-12 17:00:00,livrée,24.82,4.26,Souris Gaming,Audio/vidéo,Belgique
CMD105370,CLT4201,2022-08-12 18:00:00,expédiée,13.6,4.87,PC Portable,Téléphonie,France
CMD105371,CLT6471,2022-08-12 19:00:00,livrée,325.14,29.68,PC Portable,Informatique,France
CMD105372,CLT1888,2022-08-12 20:00:00,livrée,272.57,19.57,Casque Bluetooth,Téléphonie,France
CMD105373,CLT8127,2022-08-12 21:00:00,expédiée,273.66,9.18,PC Portable,Accessoires,France
CMD105374,CLT4720,2022-08-12 22:00:00,livrée,396.05,7.47,PC Portable,Informatique,France
CMD105375,CLT3883,2022-08-12 23:00:00,livrée,190.98,1.7,Clavier Mécanique,Informatique,France
CMD105376,CLT5212,2022-08-13 00:00:00,livrée,497.75,3.96,Casque Bluetooth,Informatique,France
CMD105377,CLT7961,2022-08-13 01:00:00,livrée,473.04,27.25,Casque Bluetooth,Informatique,Canada
CMD105378,CLT3415,2022-08-13 02:00:00,annulée,11.42,22.42,Clavier Mécanique,Téléphonie,France
